时间,市值,资金,持仓
0,109000,100000,1000
1,114000,114000,0
2,114000,114000,0
3,114000,114000,0
4,114000,114000,0
5,114000,114000,0
6,114000,114000,0
7,114000,114000,0
8,114000,114000,0
9,114000,114000,0
10,114000,114000,0
11,114000,114000,0
12,114000,1340,1310
13,123170,1340,1310
14,133650,1340,1310
15,141510,1340,1310
16,149370,1340,1310
17,157230,1340,1310
18,165090,1340,1310
19,171640,1340,1310
20,179500,1340,1310
21,187360,1340,1310
22,195220,1340,1310
23,201770,201770,0
24,201770,6324,1237
25,206718,6324,1237
26,211666,846,1270
27,218016,846,1270
28,223096,846,1270
29,226906,846,1270
30,231986,231986,0
31,231986,1346,1240
32,238186,1346,1240
33,244386,244386,0
34,244386,244386,0
35,244386,244386,0
36,244386,244386,0
37,244386,22203,1053
38,246492,22203,1053
39,249651,22203,1053
40,252810,22203,1053
41,255969,22203,1053
42,261234,261234,0
43,261234,261234,0
44,261234,261234,0
45,261234,1260,1111
46,265678,1260,1111
47,266789,1260,1111
48,269011,1260,1111
49,272344,284,1115
50,274574,38,1116
51,275690,38,1116
52,275690,38,1116
53,275690,275690,0
54,275690,275690,0
55,275690,275690,0
56,275690,275690,0
57,275690,275690,0
58,275690,5354,1056
59,275690,5354,1056
60,276746,471,1075
61,275671,275671,0
62,275671,275671,0
63,275671,275671,0
64,275671,275671,0
65,275671,16343,1013
66,276684,16343,1013
67,277697,1379,1071
68,280910,1379,1071
69,283052,1379,1071
70,284123,1379,1071
71,287336,44,1076
72,288412,44,1076
73,288412,44,1076
74,290564,44,1076
75,291640,44,1076
76,291640,44,1076
77,294868,44,1076
78,294868,44,1076
79,298096,44,1076
80,301324,44,1076
81,301324,44,1076
82,301324,44,1076
83,301324,44,1076
84,301324,301324,0
85,301324,301324,0
86,301324,301324,0
87,301324,4244,1061
88,300263,338,1075
89,300263,59,1076
90,302415,59,1076
91,303491,59,1076
92,302415,59,1076
93,303491,303491,0
94,303491,303491,0
95,303491,303491,0
96,303491,303491,0
97,303491,2365,1099
98,303491,2365,1099
99,302392,181,1107
100,301285,181,1107
101,303499,181,1107
102,304606,181,1107
103,302392,181,1107
104,301285,301285,0
105,301285,301285,0
106,301285,301285,0
107,301285,301285,0
108,301285,15727,1046
109,302331,383,1102
110,303433,303433,0
111,303433,12860,1049
112,304482,1740,1089
113,303393,1740,1089
114,303393,78,1095
115,306678,78,1095
116,307773,78,1095
117,307773,78,1095
118,308868,78,1095
119,307773,78,1095
120,306678,78,1095
121,305583,78,1095
122,304488,78,1095
123,305583,78,1095
124,306678,78,1095
125,307773,78,1095
126,309963,78,1095
127,308868,78,1095
128,311058,78,1095
129,311058,78,1095
130,309963,78,1095
131,309963,309963,0
132,309963,2268,1095
133,309963,301,1102
134,312167,18,1103
135,308858,18,1103
136,307755,18,1103
137,306652,18,1103
138,305549,18,1103
139,308858,18,1103
140,308858,18,1103
141,306652,18,1103
142,305549,18,1103
143,307755,18,1103
144,308858,18,1103
145,307755,18,1103
146,306652,18,1103
147,304446,18,1103
148,306652,18,1103
149,305549,18,1103
150,306652,18,1103
151,304446,18,1103
152,303343,18,1103
153,303343,18,1103
154,304446,304446,0
155,304446,304446,0
156,304446,6708,1071
157,304446,304446,0
158,304446,304446,0
159,304446,7542,1068
160,303378,7542,1068
161,305514,7542,1068
162,305514,7542,1068
163,306582,7542,1068
164,305514,7542,1068
165,306582,7542,1068
166,305514,288,1094
167,305514,305514,0
168,305514,9,1095
169,304419,9,1095
170,303324,9,1095
171,303324,303324,0
172,303324,303324,0
173,303324,3362,1079
174,301166,3362,1079
