时间,市值,资金,持仓
0,109000,100000,1000
1,114000,6676,7666
2,152330,349,7999
3,200324,200324,0
4,200324,200324,0
5,200324,200324,0
6,200324,200324,0
7,200324,200324,0
8,200324,200324,0
9,200324,200324,0
10,200324,200324,0
11,200324,200324,0
12,200324,200324,0
13,200324,10232,2044
14,216676,216676,0
15,216676,2034,2006
16,228712,0,2024
17,240856,240856,0
18,240856,240856,0
19,240856,7246,1797
20,251638,7246,1797
21,262420,7246,1797
22,273202,734,1841
23,282407,122,1845
24,291632,122,1845
25,299012,122,1845
26,306392,306392,0
27,306392,306392,0
28,306392,306392,0
29,306392,306392,0
30,306392,306392,0
31,306392,3398,1629
32,314537,3398,1629
33,322682,3398,1629
34,327569,3398,1629
35,334085,334085,0
36,334085,334085,0
37,334085,28979,1446
38,336977,336977,0
39,336977,19241,1471
40,341390,19241,1471
41,345803,593,1555
42,353578,139,1557
43,353578,139,1557
44,356692,139,1557
45,364477,139,1557
46,370705,139,1557
47,372262,139,1557
48,375376,139,1557
49,380047,380047,0
50,380047,380047,0
51,380047,380047,0
52,380047,380047,0
53,380047,14981,1478
54,383003,14981,1478
55,385959,14981,1478
56,387437,1877,1530
57,393557,85,1537
58,393557,85,1537
59,393557,85,1537
60,395094,85,1537
61,393557,85,1537
62,392020,85,1537
63,393557,85,1537
64,393557,85,1537
65,393557,85,1537
66,395094,85,1537
67,396631,85,1537
68,401242,85,1537
69,404316,85,1537
70,405853,85,1537
71,410464,85,1537
72,412001,85,1537
73,412001,85,1537
74,415075,85,1537
75,416612,85,1537
76,416612,416612,0
77,416612,416612,0
78,416612,416612,0
79,416612,416612,0
80,416612,416612,0
81,416612,416612,0
82,416612,416612,0
83,416612,416612,0
84,416612,416612,0
85,416612,36476,1348
86,415264,36476,1348
87,413916,356,1477
88,412439,356,1477
89,412439,77,1478
90,415395,77,1478
91,416873,77,1478
92,415395,77,1478
93,416873,416873,0
94,416873,416873,0
95,416873,416873,0
96,416873,416873,0
97,416873,4777,1504
98,416873,119,1521
99,415352,119,1521
100,413831,119,1521
101,416873,119,1521
102,418394,418394,0
103,418394,418394,0
104,418394,418394,0
105,418394,418394,0
106,418394,29819,1413
107,416981,1049,1518
108,415463,230,1521
109,416984,230,1521
110,418505,230,1521
111,421547,230,1521
112,423068,230,1521
113,421547,230,1521
114,421547,230,1521
115,426110,426110,0
116,426110,426110,0
117,426110,426110,0
118,426110,426110,0
119,426110,426110,0
120,426110,426110,0
121,426110,426110,0
122,426110,426110,0
123,426110,426110,0
124,426110,9190,1489
125,427599,9190,1489
126,430577,9190,1489
127,429088,429088,0
128,429088,18992,1444
129,429088,532,1509
130,427579,249,1510
131,427579,249,1510
132,424559,249,1510
133,424559,249,1510
134,427579,249,1510
135,423049,249,1510
136,421539,249,1510
137,420029,249,1510
138,418519,249,1510
139,423049,249,1510
140,423049,423049,0
141,423049,1601,1516
142,421533,216,1521
143,424575,424575,0
144,424575,424575,0
145,424575,424575,0
146,424575,424575,0
147,424575,424575,0
148,424575,424575,0
149,424575,424575,0
150,424575,27313,1429
151,421717,1369,1523
152,420194,420194,0
153,420194,3294,1516
154,421710,258,1527
155,421710,258,1527
156,424764,424764,0
157,424764,424764,0
158,424764,26161,1439
159,426203,26161,1439
160,424764,2062,1526
161,427816,2062,1526
162,427816,2062,1526
163,429342,2062,1526
164,427816,2062,1526
165,429342,2062,1526
166,427816,427816,0
167,427816,36658,1402
168,427816,3178,1522
169,426294,3178,1522
170,424772,3178,1522
171,424772,424772,0
172,424772,424772,0
173,424772,424772,0
174,424772,424772,0
175,424772,424772,0
176,424772,424772,0
177,424772,424772,0
178,424772,22088,1459
179,424772,22088,1459
180,424772,22088,1459
181,426231,22088,1459
182,426231,205,1538
183,427769,205,1538
184,429307,205,1538
185,427769,205,1538
186,427769,205,1538
187,430845,205,1538
188,432383,205,1538
189,432383,432383,0
190,432383,34206,1417
191,429549,34206,1417
192,429549,34206,1417
193,429549,34206,1417
194,430966,430966,0
195,430966,13582,1496
196,430966,469,1543
197,430966,469,1543
198,426337,426337,0
199,426337,426337,0
200,426337,426337,0
201,426337,426337,0
202,426337,426337,0
203,426337,60,1517
204,427854,60,1517
205,427854,60,1517
206,426337,60,1517
207,433922,60,1517
208,435439,60,1517
209,439990,60,1517
210,439990,60,1517
211,438473,60,1517
212,436956,436956,0
213,436956,9039,1491
214,438447,399,1521
215,439968,399,1521
216,439968,110,1522
217,439968,110,1522
218,441490,110,1522
219,438446,110,1522
220,436924,110,1522
221,435402,110,1522
222,435402,110,1522
223,436924,110,1522
224,436924,110,1522
225,433880,110,1522
226,433880,110,1522
227,432358,110,1522
228,429314,110,1522
229,432358,110,1522
230,433880,110,1522
231,433880,110,1522
232,438446,438446,0
233,438446,438446,0
234,438446,438446,0
235,438446,438446,0
236,438446,40846,1400
237,441246,40846,1400
238,441246,441246,0
239,441246,441246,0
240,441246,441246,0
241,441246,9222,1532
242,438182,9222,1532
243,442778,442778,0
244,442778,442778,0
245,442778,49974,1388
246,442778,442778,0
247,442778,442778,0
248,442778,442778,0
249,442778,442778,0
250,442778,442778,0
251,442778,15074,1506
252,441272,15074,1506
253,439766,15074,1506
254,444284,15074,1506
255,444284,15074,1506
256,445790,202,1558
257,444232,202,1558
258,445790,202,1558
259,447348,202,1558
260,448906,202,1558
261,450464,202,1558
262,452022,202,1558
263,455138,202,1558
264,448906,448906,0
265,448906,448906,0
266,448906,10858,1521
267,450427,10858,1521
268,448906,1066,1555
269,450461,450461,0
270,450461,31991,1443
271,447575,599,1552
272,449127,599,1552
273,449127,599,1552
274,449127,21,1554
275,446019,21,1554
276,446019,446019,0
277,446019,446019,0
278,446019,13731,1501
279,446019,13731,1501
280,446019,13731,1501
281,444518,13731,1501
282,443017,13731,1501
283,446019,13731,1501
284,444518,816,1546
285,446064,816,1546
286,444518,242,1548
287,446066,242,1548
288,442970,442970,0
289,442970,442970,0
290,442970,442970,0
291,442970,442970,0
292,442970,442970,0
293,442970,442970,0
294,442970,442970,0
295,442970,442970,0
296,442970,26677,1471
297,442970,3754,1552
298,441418,3754,1552
299,438314,3754,1552
300,441418,3754,1552
301,441418,3754,1552
302,439866,3754,1552
303,441418,441418,0
304,441418,25338,1486
305,439932,786,1574
306,439932,786,1574
307,444654,786,1574
308,443080,224,1576
309,441504,224,1576
310,443080,224,1576
311,441504,224,1576
312,444656,224,1576
313,446232,446232,0
314,446232,446232,0
315,446232,446232,0
316,446232,446232,0
317,446232,37542,1434
318,449100,37542,1434
319,451968,1417,1559
320,451968,1417,1559
321,453527,257,1563
322,455090,257,1563
323,459779,257,1563
324,461342,257,1563
325,462905,257,1563
326,461342,257,1563
327,459779,257,1563
328,462905,257,1563
329,467594,467594,0
330,467594,467594,0
331,467594,23872,1489
332,466105,23872,1489
333,466105,23872,1489
334,466105,23872,1489
335,469083,23872,1489
336,467594,2118,1562
337,469156,2118,1562
338,470718,2118,1562
339,469156,2118,1562
340,469156,324,1568
341,469156,469156,0
342,469156,12496,1548
343,467608,736,1588
344,464432,152,1590
345,461252,152,1590
346,461252,461252,0
347,461252,461252,0
348,461252,461252,0
349,461252,22772,1512
350,461252,732,1588
351,462840,150,1590
352,464430,150,1590
353,464430,150,1590
354,462840,150,1590
355,462840,150,1590
356,462840,462840,0
357,462840,462840,0
358,462840,462840,0
359,462840,462840,0
360,462840,462840,0
361,462840,462840,0
362,462840,462840,0
363,462840,8120,1568
364,465976,528,1594
365,467570,235,1595
366,469165,235,1595
367,465975,235,1595
368,465975,465975,0
369,465975,3425,1595
370,464380,464380,0
371,464380,20284,1542
372,461296,461296,0
373,461296,461296,0
374,461296,49858,1459
375,461296,4456,1620
376,459676,4456,1620
377,458056,536,1634
378,458056,536,1634
379,459690,536,1634
380,459690,536,1634
381,456422,536,1634
382,454788,536,1634
383,458056,256,1635
384,456421,256,1635
385,456421,256,1635
386,456421,256,1635
387,456421,256,1635
388,456421,256,1635
389,456421,256,1635
390,454786,256,1635
391,454786,256,1635
392,453151,205790,893
393,454044,205790,893
394,455830,4470,1612
395,459054,4470,1612
396,457442,4470,1612
397,455830,550,1626
398,452578,272,1627
399,452578,272,1627
400,450951,272,1627
401,449324,272,1627
402,454205,272,1627
403,447697,272,1627
404,449324,272,1627
405,447697,272,1627
406,454205,272,1627
407,450951,272,1627
408,449324,272,1627
409,447697,272,1627
410,446070,272,1627
411,444443,272,1627
412,444443,272,1627
413,444443,444443,0
414,444443,444443,0
415,444443,444443,0
416,444443,444443,0
417,444443,25133,1553
418,449102,25133,1553
419,450655,1295,1640
420,455575,187,1644
421,457219,187,1644
422,453931,187,1644
423,457219,187,1644
424,457219,187,1644
425,458863,187,1644
426,463795,187,1644
427,463795,187,1644
428,465439,465439,0
429,465439,19148,1577
430,463862,19148,1577
