时间,市值,资金,持仓
0,109000,100000,1000
1,114000,114000,0
2,114000,114000,0
3,114000,114000,0
4,114000,114000,0
5,114000,114000,0
6,114000,114000,0
7,114000,114000,0
8,114000,114000,0
9,114000,114000,0
10,114000,114000,0
11,114000,114000,0
12,114000,114000,0
13,114000,114000,0
14,114000,114000,0
15,114000,6144,1008
16,120048,6144,1008
17,126096,6144,1008
18,132144,6144,1008
19,137184,6144,1008
20,143232,6144,1008
21,149280,890,1045
22,155550,890,1045
23,160775,890,1045
24,166000,890,1045
25,170180,170180,0
26,170180,9824,966
27,175010,175010,0
28,175010,175010,0
29,175010,9470,930
30,178730,370,980
31,182650,370,980
32,187550,179,981
33,192455,179,981
34,195398,179,981
35,199322,179,981
36,205208,179,981
37,207170,179,981
38,209132,179,981
39,212075,212075,0
40,212075,1178,963
41,214964,1178,963
42,219779,1178,963
43,219779,219779,0
44,219779,219779,0
45,219779,219779,0
46,219779,219779,0
47,219779,4679,900
48,221579,341,918
49,224333,341,918
50,226169,95,919
51,227088,95,919
52,227088,227088,0
53,227088,9728,880
54,228848,9728,880
55,230608,230608,0
56,230608,230608,0
57,230608,230608,0
58,230608,3792,886
59,230608,3792,886
60,231494,231494,0
61,231494,18502,832
62,230662,18502,832
63,231494,18502,832
64,231494,18502,832
65,231494,1606,898
66,232392,232392,0
67,232392,232392,0
68,232392,232392,0
69,232392,13576,832
70,233224,640,881
71,235867,235867,0
72,235867,235867,0
73,235867,235867,0
74,235867,235867,0
75,235867,10937,830
76,235867,1723,864
77,238459,353,869
78,238459,79,870
79,241069,79,870
80,243679,79,870
81,243679,79,870
82,243679,79,870
83,243679,79,870
84,243679,79,870
85,245419,245419,0
86,245419,1792,867
87,244552,1792,867
88,243685,1792,867
89,243685,1792,867
90,245419,106,873
91,246292,106,873
92,245419,106,873
93,246292,106,873
94,245419,106,873
95,241927,106,873
96,240181,106,873
97,239308,106,873
98,239308,239308,0
99,239308,3709,863
100,238445,445,875
101,240195,445,875
102,241070,445,875
103,239320,172,876
104,238444,172,876
105,240196,172,876
106,241072,172,876
107,240196,172,876
108,239320,172,876
109,240196,172,876
110,241072,172,876
111,242824,172,876
112,243700,243700,0
113,243700,6865,855
114,243700,6865,855
115,246265,246265,0
116,246265,16407,818
117,246265,246265,0
118,246265,1771,867
119,245398,1771,867
120,244531,1771,867
121,243664,97,873
122,242791,97,873
123,243664,97,873
124,244537,97,873
125,245410,97,873
126,247156,247156,0
127,247156,1816,870
128,248896,248896,0
129,248896,248896,0
130,248896,248896,0
131,248896,22496,800
132,247296,22496,800
133,247296,22496,800
134,248896,22496,800
135,246496,246496,0
136,246496,14368,832
137,245664,14368,832
138,244832,14368,832
139,247328,14368,832
140,247328,648,881
141,245566,92,883
142,244683,92,883
143,246449,92,883
144,247332,92,883
145,246449,92,883
146,245566,92,883
147,243800,92,883
148,245566,92,883
149,244683,92,883
150,245566,92,883
151,243800,92,883
152,242917,92,883
153,242917,92,883
154,243800,92,883
155,243800,92,883
156,245566,92,883
157,245566,92,883
158,244683,92,883
159,245566,92,883
160,244683,92,883
161,246449,92,883
162,246449,92,883
163,247332,92,883
164,246449,92,883
165,247332,92,883
166,246449,92,883
167,246449,92,883
168,246449,92,883
169,245566,92,883
170,244683,92,883
171,244683,92,883
172,244683,92,883
173,245566,92,883
174,243800,92,883
175,243800,92,883
176,243800,92,883
177,243800,92,883
178,243800,92,883
179,243800,92,883
180,243800,243800,0
181,243800,243800,0
182,243800,243800,0
183,243800,243800,0
184,243800,243800,0
185,243800,243800,0
186,243800,1940,870
187,245540,1940,870
