时间,市值,资金,持仓
0,109000,100000,1000
1,114000,114000,0
2,114000,114000,0
3,114000,114000,0
4,114000,114000,0
5,114000,114000,0
6,114000,114000,0
7,114000,114000,0
8,114000,114000,0
9,114000,114000,0
10,114000,114000,0
11,114000,114000,0
12,114000,114000,0
13,114000,114000,0
14,114000,114000,0
15,114000,114000,0
16,114000,4842,966
17,119796,4842,966
18,125592,4842,966
19,130422,552,999
20,136416,552,999
21,142410,552,999
22,148404,148404,0
23,148404,148404,0
24,148404,148404,0
25,148404,11838,843
26,151776,11838,843
27,155991,11838,843
28,159363,159363,0
29,159363,159363,0
30,159363,159363,0
31,159363,159363,0
32,159363,6563,800
33,163363,6563,800
34,165763,6563,800
35,168963,6563,800
36,173763,6563,800
37,175363,6563,800
38,176963,6563,800
39,179363,6563,800
40,181763,6563,800
41,184163,6563,800
42,188163,207,828
43,188163,188163,0
44,188163,188163,0
45,188163,188163,0
46,188163,188163,0
47,188163,188163,0
48,188163,183,780
49,190503,183,780
50,192063,183,780
51,192843,183,780
52,192843,192843,0
53,192843,3147,768
54,194379,3147,768
55,195915,386,779
56,196694,386,779
57,199810,386,779
58,199810,386,779
59,199810,130,780
60,200590,130,780
61,199810,130,780
62,199030,199030,0
63,199030,199030,0
64,199030,199030,0
65,199030,199030,0
66,199030,6023,751
67,199781,6023,751
68,202034,6023,751
69,203536,6023,751
70,204287,6023,751
71,206540,149,773
72,207313,207313,0
73,207313,17301,709
74,208731,208731,0
75,208731,208731,0
76,208731,208731,0
77,208731,208731,0
78,208731,8985,729
79,210918,675,759
80,213195,213195,0
81,213195,3195,750
82,213195,395,760
83,213195,115,761
84,213195,115,761
85,214717,115,761
86,213956,115,761
87,213195,115,761
88,212434,115,761
89,212434,115,761
90,213956,115,761
91,214717,115,761
92,213956,115,761
93,214717,115,761
94,213956,115,761
95,210912,115,761
96,209390,115,761
97,208629,115,761
98,208629,115,761
99,207868,115,761
100,207107,115,761
101,208629,115,761
102,209390,115,761
103,207868,115,761
104,207107,115,761
105,208629,115,761
106,209390,115,761
107,208629,115,761
108,207868,115,761
109,208629,115,761
110,209390,115,761
111,210912,115,761
112,211673,115,761
113,210912,115,761
114,210912,115,761
115,213195,115,761
116,213956,115,761
117,213956,115,761
118,214717,115,761
119,213956,115,761
120,213195,115,761
121,212434,115,761
122,211673,115,761
123,212434,115,761
124,213195,115,761
125,213956,213956,0
126,213956,213956,0
127,213956,213956,0
128,213956,213956,0
129,213956,213956,0
130,213956,22365,677
131,213956,22365,677
132,212602,212602,0
133,212602,7472,730
134,214062,7472,730
135,211872,7472,730
136,211142,211142,0
137,211142,8758,728
138,210414,8758,728
139,212598,358,758
140,212598,358,758
141,211082,358,758
142,210324,81,759
143,211842,81,759
144,212601,81,759
145,211842,81,759
146,211083,81,759
147,209565,81,759
148,211083,81,759
149,210324,81,759
150,211083,81,759
151,209565,81,759
152,208806,81,759
153,208806,81,759
154,209565,81,759
155,209565,81,759
156,211083,211083,0
157,211083,211083,0
158,211083,211083,0
159,211083,18707,692
160,210391,979,756
161,211903,142,759
162,211903,142,759
163,212662,142,759
164,211903,142,759
165,212662,142,759
166,211903,142,759
167,211903,142,759
168,211903,142,759
169,211144,142,759
170,210385,142,759
171,210385,142,759
172,210385,142,759
173,211144,142,759
174,209626,142,759
175,209626,142,759
176,209626,142,759
177,209626,142,759
178,209626,142,759
179,209626,142,759
180,209626,142,759
181,210385,142,759
182,210385,142,759
183,211144,142,759
184,211903,142,759
185,211144,142,759
186,211144,142,759
187,212662,142,759
188,213421,142,759
189,213421,142,759
190,213421,142,759
