时间,市值,资金,持仓
0,109000,100000,1000
1,114000,100000,1000
2,119000,13645,5545
3,152270,152270,0
4,152270,152270,0
5,152270,152270,0
6,152270,152270,0
7,152270,152270,0
8,152270,152270,0
9,152270,152270,0
10,152270,152270,0
11,152270,152270,0
12,152270,152270,0
13,152270,1703,1619
14,165222,1703,1619
15,174936,174936,0
16,174936,1594,1534
17,184140,1594,1534
18,193344,193344,0
19,193344,193344,0
20,193344,193344,0
21,193344,193344,0
22,193344,193344,0
23,193344,193344,0
24,193344,193344,0
25,193344,193344,0
26,193344,193344,0
27,193344,193344,0
28,193344,193344,0
29,193344,37772,874
30,196840,196840,0
31,196840,19210,955
32,201615,19210,955
33,206390,19210,955
34,209255,19210,955
35,213075,19210,955
36,218805,19210,955
37,220715,19210,955
38,222625,19210,955
39,225490,19210,955
40,228355,19210,955
41,231220,19210,955
42,235995,19210,955
43,235995,2639,1028
44,238051,349,1038
45,243241,349,1038
46,247393,111,1039
47,248432,111,1039
48,250510,111,1039
49,253627,253627,0
50,253627,253627,0
51,253627,253627,0
52,253627,11814,979
53,253627,11814,979
54,255585,255585,0
55,255585,255585,0
56,255585,255585,0
57,255585,255585,0
58,255585,7777,968
59,255585,97,998
60,256583,97,998
61,255585,97,998
62,254587,97,998
63,255585,97,998
64,255585,97,998
65,255585,97,998
66,256583,97,998
67,257581,97,998
68,260575,97,998
69,262571,97,998
70,263569,97,998
71,266563,97,998
72,267561,97,998
73,267561,97,998
74,269557,97,998
75,270555,97,998
76,270555,97,998
77,273549,97,998
78,273549,97,998
79,276543,97,998
80,279537,97,998
81,279537,97,998
82,279537,97,998
83,279537,279537,0
84,279537,279537,0
85,279537,279537,0
86,279537,1066,991
87,278546,278546,0
88,278546,278546,0
89,278546,28841,895
90,280336,280336,0
91,280336,280336,0
92,280336,22940,916
93,281252,22940,916
94,280336,2427,989
95,276380,2427,989
96,274402,227,997
97,273405,227,997
98,273405,227,997
99,272408,227,997
100,271411,227,997
101,273405,227,997
102,274402,227,997
103,272408,272408,0
104,272408,8024,972
105,274352,352,1000
106,275352,352,1000
107,274352,352,1000
108,273352,79,1001
109,274353,79,1001
110,275354,79,1001
111,277356,79,1001
112,278357,79,1001
113,277356,79,1001
114,277356,79,1001
115,280359,79,1001
116,281360,79,1001
117,281360,79,1001
118,282361,79,1001
119,281360,79,1001
120,280359,79,1001
121,279358,79,1001
122,278357,79,1001
123,279358,79,1001
124,280359,280359,0
125,280359,9756,963
126,282285,9756,963
127,281322,9756,963
128,283248,9756,963
129,283248,9756,963
130,282285,9756,963
131,282285,417,996
132,280293,280293,0
133,280293,280293,0
134,280293,14273,940
135,277473,1673,985
136,276488,278,990
137,275498,278,990
138,274508,278,990
139,277478,278,990
140,277478,278,990
141,275498,278,990
142,274508,278,990
143,276488,276488,0
