时间,市值,资金,持仓
0,109000,100000,1000
1,114000,100000,1000
2,119000,100000,1000
3,125000,100000,1000
4,131000,131000,0
5,131000,131000,0
6,131000,131000,0
7,131000,131000,0
8,131000,131000,0
9,131000,131000,0
10,131000,131000,0
11,131000,131000,0
12,131000,131000,0
13,131000,9170,1310
14,141480,9170,1310
15,149340,149340,0
16,149340,149340,0
17,149340,9515,1175
18,156390,9515,1175
19,162265,9515,1175
20,169315,9515,1175
21,176365,9515,1175
22,183415,339,1237
23,189600,33,1239
24,195795,33,1239
25,200751,33,1239
26,205707,205707,0
27,205707,205707,0
28,205707,205707,0
29,205707,7949,1111
30,210151,305,1153
31,214763,305,1153
32,220528,114,1154
33,226298,114,1154
34,229760,114,1154
35,234376,114,1154
36,241300,114,1154
37,243608,114,1154
38,245916,114,1154
39,249378,114,1154
40,252840,114,1154
41,256302,114,1154
42,262072,262072,0
43,262072,262072,0
44,262072,262072,0
45,262072,1162,1115
46,266532,266532,0
47,266532,266532,0
48,266532,266532,0
49,266532,266532,0
50,266532,32586,951
51,267483,32586,951
52,267483,970,1079
53,267483,229,1082
54,269647,229,1082
55,271811,229,1082
56,272893,229,1082
57,277221,229,1082
58,277221,277221,0
59,277221,277221,0
60,277221,17394,1011
61,276210,276210,0
62,276210,276210,0
63,276210,276210,0
64,276210,276210,0
65,276210,3314,1066
66,277276,3314,1066
67,278342,278342,0
68,278342,8468,1034
69,280410,280410,0
70,280410,7434,1034
71,283512,7434,1034
72,284546,7434,1034
73,284546,198,1061
74,286668,198,1061
75,287729,198,1061
76,287729,287729,0
77,287729,29,1050
78,287729,29,1050
79,290879,290879,0
80,290879,290879,0
81,290879,290879,0
82,290879,290879,0
83,290879,13959,989
84,290879,290879,0
85,290879,11135,992
86,289887,457,1030
87,288857,457,1030
88,287827,287827,0
89,287827,287827,0
90,287827,14695,972
91,288799,14695,972
92,287827,926,1021
93,288848,926,1021
94,287827,83,1024
95,283731,83,1024
96,281683,83,1024
97,280659,83,1024
98,280659,83,1024
99,279635,83,1024
100,278611,83,1024
101,280659,280659,0
102,280659,280659,0
103,280659,280659,0
104,280659,5123,1013
105,282685,465,1030
106,283715,190,1031
107,282684,190,1031
108,281653,190,1031
109,282684,190,1031
110,283715,190,1031
111,285777,190,1031
112,286808,190,1031
113,285777,190,1031
114,285777,285777,0
115,285777,285777,0
116,285777,285777,0
117,285777,285777,0
118,285777,285777,0
119,285777,22761,936
120,284841,22761,936
121,283905,283905,0
122,283905,2291,1013
123,284918,2291,1013
124,285931,2291,1013
125,286944,324,1020
126,288984,324,1020
127,287964,287964,0
128,287964,10780,976
129,287964,10780,976
130,286988,286988,0
131,286988,286988,0
132,286988,286988,0
133,286988,87,1021
134,289030,289030,0
135,289030,289030,0
136,289030,8077,1007
137,288023,8077,1007
