时间,市值,资金,持仓
0,109000,100000,1000
1,114000,114000,0
2,114000,114000,0
3,114000,114000,0
4,114000,114000,0
5,114000,114000,0
6,114000,114000,0
7,114000,114000,0
8,114000,1900,1900
9,125400,1900,1900
10,142500,142500,0
11,142500,142500,0
12,142500,7910,1565
13,153455,7910,1565
14,165975,165975,0
15,165975,1623,1536
16,175191,175191,0
17,175191,175191,0
18,175191,175191,0
19,175191,175191,0
20,175191,175191,0
21,175191,4933,1199
22,182385,4933,1199
23,188380,4933,1199
24,194375,193,1229
25,199291,199291,0
26,199291,199291,0
27,199291,8968,1113
28,203743,203743,0
29,203743,203743,0
30,203743,203743,0
31,203743,11419,1034
32,208913,208913,0
33,208913,208913,0
34,208913,208913,0
35,208913,208913,0
36,208913,208913,0
37,208913,208913,0
38,208913,208913,0
39,208913,208913,0
40,208913,208913,0
41,208913,17327,863
42,213228,529,937
43,213228,529,937
44,215102,529,937
45,219787,529,937
46,223535,529,937
47,224472,529,937
48,226346,47,939
49,229163,47,939
50,231041,47,939
51,231980,47,939
52,231980,47,939
53,231980,47,939
54,233858,47,939
55,235736,47,939
56,236675,47,939
57,240431,47,939
58,240431,47,939
59,240431,47,939
60,241370,47,939
61,240431,47,939
62,239492,47,939
63,240431,47,939
64,240431,240431,0
65,240431,240431,0
66,240431,240431,0
67,240431,240431,0
68,240431,240431,0
69,240431,240431,0
70,240431,240431,0
71,240431,240431,0
72,240431,240431,0
73,240431,240431,0
74,240431,240431,0
75,240431,15230,831
76,240431,15230,831
77,242924,242924,0
78,242924,242924,0
79,242924,242924,0
80,242924,9404,834
81,242924,164,867
82,242924,242924,0
83,242924,242924,0
84,242924,30404,759
85,244442,30404,759
86,243683,30404,759
87,242924,1844,861
88,242063,242063,0
89,242063,242063,0
90,242063,242063,0
91,242063,16181,801
92,241262,16181,801
93,242063,16181,801
94,241262,16181,801
95,238058,16181,801
96,236456,16181,801
97,235655,16181,801
98,235655,563,858
99,234797,290,859
100,233938,18,860
101,235658,235658,0
102,235658,10708,818
103,234022,1426,852
104,233170,233170,0
105,233170,233170,0
106,233170,233170,0
107,233170,233170,0
108,233170,10675,815
109,233985,10675,815
110,234800,10675,815
111,236430,149,853
112,237283,149,853
113,236430,149,853
114,236430,149,853
115,238989,149,853
116,239842,149,853
117,239842,149,853
118,240695,149,853
119,239842,149,853
120,238989,149,853
121,238136,149,853
122,237283,149,853
123,238136,238136,0
124,238136,238136,0
125,238136,19518,778
126,239692,1972,840
127,238852,1972,840
128,240532,268,846
129,240532,240532,0
130,240532,240532,0
131,240532,240532,0
132,240532,8426,826
133,240532,277,855
134,242242,277,855
135,239677,277,855
136,238822,277,855
137,237967,277,855
138,237112,277,855
139,239677,277,855
140,239677,277,855
141,237967,277,855
142,237112,277,855
143,238822,277,855
144,239677,277,855
145,238822,277,855
146,237967,277,855
147,236257,236257,0
148,236257,236257,0
149,236257,236257,0
150,236257,14413,798
151,234661,1993,843
152,233818,1993,843
153,233818,233818,0
154,233818,233818,0
155,233818,5014,829
156,235476,288,846
157,235476,10,847
158,234629,10,847
159,235476,10,847
160,234629,10,847
161,236323,10,847
162,236323,10,847
163,237170,10,847
164,236323,10,847
165,237170,10,847
166,236323,10,847
167,236323,236323,0
168,236323,10,847
169,235476,10,847
170,234629,10,847
171,234629,10,847
172,234629,10,847
173,235476,10,847
174,233782,10,847
175,233782,10,847
176,233782,233782,0
177,233782,233782,0
178,233782,233782,0
179,233782,3598,834
180,233782,3598,834
181,234616,3598,834
182,234616,3598,834
183,235450,3598,834
184,236284,236284,0
185,236284,236284,0
