时间,市值,资金,持仓
0,109000,100000,1000
1,114000,100000,1000
2,119000,9541,5761
3,153566,9541,5761
4,188132,188132,0
5,188132,188132,0
6,188132,188132,0
7,188132,188132,0
8,188132,188132,0
9,188132,188132,0
10,188132,188132,0
11,188132,188132,0
12,188132,16046,2001
13,202139,16046,2001
14,218147,1401,2146
15,231023,231023,0
16,231023,231023,0
17,231023,231023,0
18,231023,231023,0
19,231023,231023,0
20,231023,231023,0
21,231023,1693,1615
22,240713,1693,1615
23,248788,163,1625
24,256913,256913,0
25,256913,256913,0
26,256913,21359,1419
27,264008,21359,1419
28,269684,269684,0
29,269684,269684,0
30,269684,14156,1404
31,275300,275300,0
32,275300,8473,1397
33,282285,8473,1397
34,286476,712,1436
35,292220,103,1439
36,300854,103,1439
37,303732,303732,0
38,303732,35352,1260
39,307512,307512,0
40,307512,307512,0
41,307512,307512,0
42,307512,11731,1303
43,307512,11731,1303
44,310118,11731,1303
45,316633,11731,1303
46,321845,11731,1303
47,323148,737,1349
48,325846,737,1349
49,329893,737,1349
50,332591,245,1351
51,333942,333942,0
52,333942,14324,1294
53,333942,739,1349
54,336640,336640,0
55,336640,336640,0
56,336640,336640,0
57,336640,336640,0
58,336640,336640,0
59,336640,336640,0
60,336640,336640,0
61,336640,24576,1219
62,335421,24576,1219
63,336640,1280,1310
64,336640,256,1314
65,336640,256,1314
66,337954,337954,0
67,337954,11584,1265
68,341749,11584,1265
69,344279,11584,1265
70,345544,11584,1265
71,349339,11584,1265
72,350604,11584,1265
73,350604,11584,1265
74,353134,11584,1265
75,354399,11584,1265
76,354399,744,1305
77,358314,744,1305
78,358314,744,1305
79,362229,744,1305
80,366144,744,1305
81,366144,184,1307
82,366144,184,1307
83,366144,184,1307
84,366144,366144,0
85,366144,18720,1232
86,364912,18720,1232
87,363680,18720,1232
88,362448,362448,0
89,362448,41598,1150
90,364748,1134,1294
91,366042,366042,0
92,366042,23222,1220
93,367262,2354,1294
94,365968,387,1301
95,360764,387,1301
96,358162,112,1302
97,356860,112,1302
98,356860,112,1302
99,355558,112,1302
100,354256,112,1302
101,356860,112,1302
102,358162,112,1302
103,355558,112,1302
104,354256,112,1302
105,356860,112,1302
106,358162,358162,0
107,358162,358162,0
108,358162,358162,0
109,358162,358162,0
110,358162,358162,0
111,358162,358162,0
112,358162,18446,1222
113,356940,718,1286
114,356940,164,1288
115,360804,164,1288
116,362092,164,1288
117,362092,164,1288
118,363380,164,1288
119,362092,164,1288
120,360804,164,1288
121,359516,164,1288
122,358228,358228,0
123,358228,358228,0
124,358228,358228,0
125,358228,358228,0
126,358228,358228,0
127,358228,358228,0
128,358228,11180,1222
129,358228,11180,1222
130,357006,426,1260
131,357006,426,1260
132,354486,426,1260
133,354486,145,1261
134,357008,145,1261
135,353225,145,1261
