时间,市值,资金,持仓
0,109000,100000,1000
1,114000,100000,1000
2,119000,100000,1000
3,125000,100000,1000
4,131000,100000,1000
5,138000,100000,1000
6,145000,100000,1000
7,151000,100000,1000
8,159000,100000,1000
9,165000,165000,0
10,165000,165000,0
11,165000,40,2062
12,177372,177372,0
13,177372,21783,1673
14,190756,21783,1673
15,200794,200794,0
16,200794,200794,0
17,200794,200794,0
18,200794,200794,0
19,200794,200794,0
20,200794,200794,0
21,200794,10798,1338
22,208822,10798,1338
23,215512,10798,1338
24,222202,10798,1338
25,227554,592,1401
26,233158,592,1401
27,240163,79,1404
28,245779,79,1404
29,249991,79,1404
30,255607,79,1404
31,261223,79,1404
32,268243,79,1404
33,275263,79,1404
34,279475,79,1404
35,285091,79,1404
36,293515,79,1404
37,296323,79,1404
38,299131,79,1404
39,303343,79,1404
40,307555,79,1404
41,311767,311767,0
42,311767,311767,0
43,311767,311767,0
44,311767,311767,0
45,311767,15289,1267
46,316835,771,1328
47,318163,54,1331
48,320825,54,1331
49,324818,54,1331
50,327480,54,1331
51,328811,54,1331
52,328811,328811,0
53,328811,12898,1279
54,331369,12898,1279
55,333927,12898,1279
56,335206,1810,1323
57,340498,1810,1323
58,340498,274,1329
59,340498,274,1329
60,341827,17,1330
61,340497,340497,0
62,340497,340497,0
63,340497,4113,1314
64,340497,4113,1314
65,340497,4113,1314
66,341811,4113,1314
67,343125,4113,1314
68,347067,347067,0
69,347067,347067,0
70,347067,347067,0
71,347067,347067,0
72,347067,2687,1285
73,347067,2687,1285
74,349637,2687,1285
75,350922,2687,1285
76,350922,248,1294
77,354804,248,1294
78,354804,248,1294
79,358686,248,1294
80,362568,248,1294
81,362568,248,1294
82,362568,248,1294
83,362568,248,1294
84,362568,248,1294
85,365156,248,1294
86,363862,248,1294
87,362568,248,1294
88,361274,248,1294
89,361274,248,1294
90,363862,248,1294
91,365156,248,1294
92,363862,248,1294
93,365156,248,1294
94,363862,248,1294
95,358686,248,1294
96,356098,248,1294
97,354804,248,1294
98,354804,248,1294
99,353510,248,1294
100,352216,352216,0
101,352216,352216,0
102,352216,352216,0
103,352216,352216,0
104,352216,352216,0
105,352216,352216,0
106,352216,352216,0
107,352216,352216,0
108,352216,18610,1222
109,353438,18610,1222
110,354660,460,1288
111,357236,183,1289
112,358525,183,1289
113,357236,183,1289
114,357236,183,1289
115,361103,183,1289
116,362392,362392,0
117,362392,29688,1184
118,363576,1206,1285
119,362291,362291,0
120,362291,41411,1146
121,361145,41411,1146
122,359999,359999,0
123,359999,359999,0
124,359999,359999,0
125,359999,359999,0
126,359999,37662,1139
127,358860,37662,1139
128,361138,37662,1139
129,361138,361138,0
130,361138,361138,0
131,361138,361138,0
132,361138,361138,0
133,361138,361138,0
134,361138,361138,0
135,361138,361138,0
136,361138,5134,1276
