时间,市值,资金,持仓
0,109000,100000,1000
1,114000,100000,1000
2,119000,100000,1000
3,125000,100000,1000
4,131000,131000,0
5,131000,131000,0
6,131000,131000,0
7,131000,131000,0
8,131000,131000,0
9,131000,131000,0
10,131000,131000,0
11,131000,131000,0
12,131000,131000,0
13,131000,15029,1247
14,140976,15029,1247
15,148458,15029,1247
16,155940,15029,1247
17,163422,15029,1247
18,170904,15029,1247
19,177139,15029,1247
20,184621,15029,1247
21,192103,192103,0
22,192103,192103,0
23,192103,192103,0
24,192103,192103,0
25,192103,15361,1091
26,196467,421,1181
27,202372,202372,0
28,202372,202372,0
29,202372,202372,0
30,202372,202372,0
31,202372,20650,977
32,207257,20650,977
33,212142,20650,977
34,215073,20650,977
35,218981,147,1078
36,225449,147,1078
37,227605,147,1078
38,229761,147,1078
39,232995,147,1078
40,236229,147,1078
41,239463,239463,0
42,239463,2248,1045
43,239463,205,1054
44,241571,205,1054
45,246841,205,1054
46,251057,205,1054
47,252111,205,1054
48,254219,205,1054
49,257381,205,1054
50,259489,205,1054
51,260543,205,1054
52,260543,260543,0
53,260543,12308,1005
54,262553,262553,0
55,262553,262553,0
56,262553,262553,0
57,262553,262553,0
58,262553,262553,0
59,262553,16537,961
60,263514,1888,1018
61,262496,1888,1018
62,261478,1888,1018
63,262496,1888,1018
64,262496,96,1025
65,262496,262496,0
66,262496,262496,0
67,262496,262496,0
68,262496,262496,0
69,262496,1074,994
70,263490,282,997
71,266481,282,997
72,267478,282,997
73,267478,282,997
74,269472,282,997
75,270469,11,998
76,270469,11,998
77,273463,11,998
78,273463,11,998
79,276457,11,998
80,279451,11,998
81,279451,11,998
82,279451,11,998
83,279451,11,998
84,279451,279451,0
85,279451,17755,928
86,278523,17755,928
87,277595,17755,928
88,276667,457,990
89,276667,276667,0
90,276667,16742,925
91,277592,1232,980
92,276612,1232,980
93,277592,104,984
94,276608,104,984
95,272672,104,984
96,270704,104,984
97,269720,104,984
98,269720,104,984
99,268736,104,984
100,267752,104,984
101,269720,104,984
102,270704,104,984
103,268736,104,984
104,267752,104,984
105,269720,104,984
106,270704,270704,0
107,270704,270704,0
108,270704,23639,905
109,271609,23639,905
110,272514,23639,905
111,274324,23639,905
112,275229,23639,905
113,274324,23639,905
114,274324,23639,905
115,277039,23639,905
116,277944,1159,985
117,277944,1159,985
118,278929,1159,985
119,277944,316,988
120,276956,36,989
121,275967,36,989
122,274978,36,989
123,275967,36,989
124,276956,36,989
125,277945,36,989
126,279923,279923,0
127,279923,279923,0
128,279923,1035,982
129,279923,183,985
130,278938,183,985
131,278938,183,985
132,276968,183,985
133,276968,183,985
134,278938,183,985
135,275983,183,985
136,274998,183,985
137,274013,183,985
138,273028,183,985
139,275983,275983,0
140,275983,9703,951
141,274081,9703,951
142,273130,273130,0
